titre,ville,code_postal,prix,surface,type_bien,pieces,url
Maison familiale 4 chambres à lomme,Lille,59160,299 000 €,117 m²,>Maisons à vendre,5 pièces,https://www.etreproprio.com/immobilier-23955563-vente-maison-familiale-4-chambres-a-lomme-lille
"Vieux lille joli t2 rénové très lumineux de 51m2, cave",Lille,59800,241 500 €,51 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23958857-vente-vieux-lille-joli-t2-renove-tres-lumineux-de-51m2-cave-lille
Appartement 50m² à lille,Lille,59000,210 000 €,50 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23635542-vente-appartement-50m-a-lille-lille
Appartement 62m² à lille,Lille,59000,128 500 €,62 m²,>Appartements à vendre,5 pièces,https://www.etreproprio.com/immobilier-23951361-vente-appartement-62m-a-lille-lille
Maison 157m² à lille,Lille,59000,259 900 €,157 m²/ 211 m²,>Maisons à vendre,4 pièces,https://www.etreproprio.com/immobilier-23515274-vente-maison-157m-a-lille-lille
Appartement 136m² à lille,Lille,59000,392 200 €,136 m²,>Appartements à vendre,,https://www.etreproprio.com/immobilier-23952217-vente-appartement-136m-a-lille-lille
Local d'activite entrepot 6000m2,Lille,59000,750 000 €,6 000 m²,>Appartements à vendre,,https://www.etreproprio.com/immobilier-23956119-vente-local-d-activite-entrepot-6000m2-lille
F2 centre ville de lille,Lille,59800,283 000 €,63 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23952271-vente-f2-centre-ville-de-lille-lille
Appartement 117m² à lille,Lille,59000,450 000 €,118 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23961182-vente-appartement-117m-a-lille-lille
Appartement 16m² à lille,Lille,59000,77 000 €,17 m²,>Appartements à vendre,1 pièce,https://www.etreproprio.com/immobilier-23952215-vente-appartement-16m-a-lille-lille
Appartement 70m² à lille,Lille,59000,299 250 €,70 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-22886671-vente-appartement-70m-a-lille-lille
Local d'activite entrepot 6000m2,Lille,59000,750 000 €,6 000 m²,>Commerces à vendre,,https://www.etreproprio.com/immobilier-23956118-vente-local-d-activite-entrepot-6000m2-lille
Appartement 118m² à lille,Lille,59000,450 000 €,118 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23953950-vente-appartement-118m-a-lille-lille
À vendre   duplex meublé de charme dans le vieux-lille,Lille,59800,219 000 €,55 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23480282-vente-a-vendre-duplex-meuble-de-charme-dans-le-vieux-lille-lille
Immeuble 3 lots lille wazemmes,Lille,59000,252 000 €,53 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23940399-vente-immeuble-3-lots-lille-wazemmes-lille
Loft proche métro,Lille,59000,313 000 €,105 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23944888-vente-loft-proche-metro-lille
Appartement 95m² à lille,Lille,59000,440 000 €,96 m²,>Appartements à vendre,6 pièces,https://www.etreproprio.com/immobilier-23943032-vente-appartement-95m-a-lille-lille
Appartement 95m² à lille,Lille,59800,410 000 €,95 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-22680496-vente-appartement-95m-a-lille-lille
Appartement 48m² à lille,Lille,59800,219 000 €,49 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-20983054-vente-appartement-48m-a-lille-lille
Appartement 75m² à lille,Lille,59000,280 500 €,75 m²/ 14 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23325658-vente-appartement-75m-a-lille-lille
Lille centre solferino les halles,Lille,59000,24 000 €,15 m²,>Parkings à vendre,,https://www.etreproprio.com/immobilier-23944866-vente-lille-centre-solferino-les-halles-lille
Appartement 44m² à lille,Lille,59800,219 000 €,44 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23277856-vente-appartement-44m-a-lille-lille
Appartement 50m² à lille,Lille,59000,315 000 €,50 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23943031-vente-appartement-50m-a-lille-lille
Appartement de 4 pièces de 102 m² situé à lille,Lille,59800,369 000 €,102 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23946110-vente-appartement-de-4-pieces-de-102-m-situe-a-lille-lille
Appartement t4 de 93 m² situé à lille fives,Lille,59800,315 000 €,93 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23946060-vente-appartement-t4-de-93-m-situe-a-lille-fives-lille
Lille centre - t3 61 m2 tres lumineux,Lille,59800,220 000 €,61 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23345413-vente-lille-centre-t3-61-m2-tres-lumineux-lille
Appartement 63m² à lille,Lille,59000,200 000 €,63 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23937747-vente-appartement-63m-a-lille-lille
Appartement 1 pièce dans résidence étudiante,Lille,59800,56 000 €,15 m²,>Appartements à vendre,1 pièce,https://www.etreproprio.com/immobilier-23945715-vente-appartement-1-piece-dans-residence-etudiante-lille
Appartement lille 2 pièce(s) 32.24 m2,Lille,59000,107 500 €,32 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23940914-vente-appartement-lille-2-pieces-3224-m2-lille
Appartement 99m² à lille,Lille,59000,746 000 €,99 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23938612-vente-appartement-99m-a-lille-lille
Appartement 46m² à lille,Lille,59000,219 000 €,47 m²/ 6 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23325655-vente-appartement-46m-a-lille-lille
Appartement 118m² à lille,Lille,59000,278 200 €,118 m²/ 61 m²,>Appartements à vendre,,https://www.etreproprio.com/immobilier-23942548-vente-appartement-118m-a-lille-lille
Situation prémium - appartement lille quai de wault,Lille,59800,316 000 €,75 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23944867-vente-situation-premium-appartement-lille-quai-de-wault-lille
Appartement 90m² à lille,Lille,59000,360 000 €,90 m²/ 5 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23325664-vente-appartement-90m-a-lille-lille
Appartement type 3 avec cachet - lille wazemmes,Lille,59000,178 000 €,47 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23680516-vente-appartement-type-3-avec-cachet-lille-wazemmes-lille
"3%.com-lille centre,investissement appartement 3pièces 52.54",Lille,59800,229 999 €,52 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23875968-vente-3com-lille-centreinvestissement-appartement-3pieces-5254-lille
Appartement 22m² à lille,Lille,59000,119 900 €,22 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23933903-vente-appartement-22m-a-lille-lille
Lille appartement 3 chambres -  garage - cave et balcon,Lille,59800,345 000 €,100 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-22884234-vente-lille-appartement-3-chambres-garage-cave-et-balcon-lille
Parking 10m² à lille,Lille,59000,17 500 €,10 m²,>Parkings à vendre,,https://www.etreproprio.com/immobilier-23932495-vente-parking-10m-a-lille-lille
"Maison 4 chambres, cour, garage gambetta / vauban",Lille,59000,270 000 €,130 m²/ 108 m²,>Maisons à vendre,5 pièces,https://www.etreproprio.com/immobilier-23935317-vente-maison-4-chambres-cour-garage-gambetta-vauban-lille
Appartement 49m² à lille,Lille,59800,219 000 €,49 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23512827-vente-appartement-49m-a-lille-lille
Lille centre 4 pièces 100 m2 + terrasse et parking privé,Lille,59000,555 000 €,100 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23932123-vente-lille-centre-4-pieces-100-m2-terrasse-et-parking-prive-lille
Vieux lille - appartement de charme,Lille,59000,219 000 €,52 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23513350-vente-vieux-lille-appartement-de-charme-lille
Maison coup de cœur entièrement rénovée – saint maurice pellevoisin,Lille,59800,220 000 €,61 m²,>Maisons à vendre,3 pièces,https://www.etreproprio.com/immobilier-23935640-vente-maison-coup-de-coeur-entierement-renovee-saint-maurice-pellevoisin-lille
Maison 174m² à lille,Lille,59800,499 000 €,175 m²,>Maisons à vendre,7 pièces,https://www.etreproprio.com/immobilier-23933879-vente-maison-174m-a-lille-lille
Appartement 38m² à lille,Lille,59000,180 000 €,39 m²/ 3 m²,>Appartements à vendre,1 pièce,https://www.etreproprio.com/immobilier-23325673-vente-appartement-38m-a-lille-lille
Appartement,Lille,59800,245 000 €,48 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23936938-vente-appartement-lille
Appartement 18m² à lille,Lille,59000,104 000 €,18 m²,>Appartements à vendre,1 pièce,https://www.etreproprio.com/immobilier-23928078-vente-appartement-18m-a-lille-lille
Appartement 63m² à lille,Lille,59000,197 000 €,64 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23930494-vente-appartement-63m-a-lille-lille
Maison 250m² à lille,Lille,59800,889 000 €,250 m²/ 143 m²,>Maisons à vendre,8 pièces,https://www.etreproprio.com/immobilier-23358631-vente-maison-250m-a-lille-lille
Appartement 51m² à lille,Lille,59000,241 500 €,51 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23928077-vente-appartement-51m-a-lille-lille
"À vendre – appartement 3 pièces de 69 m² avec terrasse, box fermé et résidence sécurisée",Lille,59800,337 000 €,69 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23137889-vente-a-vendre-appartement-3-pieces-de-69-m-avec-terrasse-box-ferme-et-residence-securisee-lille
"Lille liberté, entre le palais des beaux arts et l'esplanade",Lille,59800,498 000 €,103 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23935611-vente-lille-liberte-entre-le-palais-des-beaux-arts-et-l-esplanade-lille
Appartement 50m² à lille,Lille,59000,144 900 €,50 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23927710-vente-appartement-50m-a-lille-lille
Maison 78m² à lille,Lille,59800,30 000 €,78 m²,>Maisons à vendre,3 pièces,https://www.etreproprio.com/immobilier-23932065-vente-maison-78m-a-lille-lille
A vendre proche de lille restaurant 380 m² avec terrasse,Lille,59000,341 000 €,380 m²,>Commerces à vendre,2 pièces,https://www.etreproprio.com/immobilier-23214603-vente-a-vendre-proche-de-lille-restaurant-380-m-avec-terrasse-lille
Appartement t3 80m2 coeur du vieux-lille,Lille,59800,400 000 €,80 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23927762-vente-appartement-t3-80m2-coeur-du-vieux-lille-lille
Lille saint maurice pellevoisin,Lille,59000,567 000 €,140 m²/ 470 m²,>Maisons à vendre,5 pièces,https://www.etreproprio.com/immobilier-23231342-vente-lille-saint-maurice-pellevoisin-lille
Appartement type 2,Lille,59000,210 500 €,48 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23927314-vente-appartement-type-2-lille
"Le bon investissement, pour garantir votre avenir !",Lille,59000,143 900 €,41 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23927345-vente-le-bon-investissement-pour-garantir-votre-avenir-lille
Appartement 58m² à lille,Lille,59000,200 000 €,58 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23921509-vente-appartement-58m-a-lille-lille
Appartement,Lille,59000,239 000 €,47 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23927508-vente-appartement-lille
Appartement 142m² à lille,Lille,59000,525 000 €,143 m²,>Appartements à vendre,6 pièces,https://www.etreproprio.com/immobilier-22643339-vente-appartement-142m-a-lille-lille
Studio mezzanine lille wazemmes,Lille,59000,89 380 €,18 m²,>Appartements à vendre,1 pièce,https://www.etreproprio.com/immobilier-23926104-vente-studio-mezzanine-lille-wazemmes-lille
Maison 155m² à lille,Lille,59000,315 000 €,155 m²,>Maisons à vendre,7 pièces,https://www.etreproprio.com/immobilier-23920993-vente-maison-155m-a-lille-lille
Lille liberté t3 dans immeuble de caractère,Lille,59000,262 000 €,65 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23926105-vente-lille-liberte-t3-dans-immeuble-de-caractere-lille
Marcq-en-baroeul saint-maurice pellevoisin maison t5,Lille,59800,499 900 €,118 m²,>Maisons à vendre,5 pièces,https://www.etreproprio.com/immobilier-23924827-vente-marcq-en-baroeul-saint-maurice-pellevoisin-maison-t5-lille
Appartement 84m² à lille,Lille,59000,340 000 €,84 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23707897-vente-appartement-84m-a-lille-lille
Atpi exclusivité!! lille immeuble à rénover 240 000€  fai . 150 m² hab.+jardin,Lille,59000,240 000 €,150 m²,>Maisons à vendre,,https://www.etreproprio.com/immobilier-23926135-vente-atpi-exclusivite-lille-immeuble-a-renover-240-000-fai-150-m-habjardin-lille
Appartement,Lille,59000,154 900 €,50 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23927453-vente-appartement-lille
Maison de caractère rénovée – lille wazemmes / gambetta,Lille,59000,410 000 €,100 m²,>Maisons à vendre,4 pièces,https://www.etreproprio.com/immobilier-23380219-vente-maison-de-caractere-renovee-lille-wazemmes-gambetta-lille
Nid cosy dans le vieux-lille 82m2,Lille,59800,462 000 €,82 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23927643-vente-nid-cosy-dans-le-vieux-lille-82m2-lille
Appartement 57m² à lille,Lille,59000,340 000 €,58 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23924206-vente-appartement-57m-a-lille-lille
Maison 176m² à lille,Lille,59800,477 000 €,176 m²,>Maisons à vendre,,https://www.etreproprio.com/immobilier-23919363-vente-maison-176m-a-lille-lille
Maison de ville,Lille,59000,410 000 €,100 m²/ 77 m²,>Maisons à vendre,4 pièces,https://www.etreproprio.com/immobilier-22752664-vente-maison-de-ville-lille
Appartement 165m² à lille,Lille,59000,573 000 €,166 m²,>Appartements à vendre,6 pièces,https://www.etreproprio.com/immobilier-23920991-vente-appartement-165m-a-lille-lille
Appartement 90m² à lille,Lille,59000,239 900 €,90 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23924262-vente-appartement-90m-a-lille-lille
Maison 93m² à tours,Tours,37100,230 000 €,93 m²/ 450 m²,>Maisons à vendre,4 pièces,https://www.etreproprio.com/immobilier-23978018-vente-maison-93m-a-tours-tours
Appartement 38m² à tours,Tours,37000,168 000 €,38 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23971434-vente-appartement-38m-a-tours-tours
Maison 120m² à tours,Tours,37100,263 500 €,120 m²/ 723 m²,>Maisons à vendre,5 pièces,https://www.etreproprio.com/immobilier-23974401-vente-maison-120m-a-tours-tours
Tours centre bel appartement  t3,Tours,37000,277 000 €,61 m²/ 4 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23975947-vente-tours-centre-bel-appartement-t3-tours
Appartement 115m² à tours,Tours,37000,269 900 €,115 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23810714-vente-appartement-115m-a-tours-tours
Appartement avec vue panoramique et balcon/terrasse filant,Tours,37100,451 000 €,126 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23976806-vente-appartement-avec-vue-panoramique-et-balconterrasse-filant-tours
Appartement 61m² à tours,Tours,37000,214 000 €,61 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23821587-vente-appartement-61m-a-tours-tours
Appartement 73m² à tours,Tours,37000,179 000 €,73 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23978015-vente-appartement-73m-a-tours-tours
Appartement rempli de charme tours cathédrale,Tours,37000,335 000 €,119 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23966297-vente-appartement-rempli-de-charme-tours-cathedrale-tours
Appartement 67m² à tours,Tours,37100,179 500 €,67 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23970687-vente-appartement-67m-a-tours-tours
